name,position,b,t,class,school,division,state,hometown,stats_link
Brian Zapp,INF,,,Sophomore,"Miami University, Ohio",NCAA: Division 1,OH,"Waterloo, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=414&stats_player_seq=2334919
Tucker Zdunich,OF,L,R,Sophomore,Colby,JUCO: Division 1,KS,"High River, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div1/players/tuckerzdunichngs0?view=profile
Angus Adams,UTL,R,R,Junior,Elmira College,NCAA: Division 3,NY,"Ottawa, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=213&stats_player_seq=2143630
Ricky Alvarez,OF/RHP,R,R,Junior,Mid-America Christian University,NAIA,OK,"Mississauga, Ontario","http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1856&plr=186970,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1856&plr=186970&reportName=BA_PP_P_GBG_DAN_PITCHING"
Conor Angel,RHP,R,R,Junior,University of Louisiana at Lafayette,NCAA: Division 1,LA,"Lachine, Quebec",https://stats.ncaa.org/player/index?id=15580&org_id=671&stats_player_seq=2343867&year_stat_category_id=14841
Jordan Bahnuk,RHP,R,R,Junior,Southwestern Christian University,NAIA,OK,"Woodstock, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=19070&plr=184658&reportName=BA_PP_P_GBG_DAN_PITCHING
Zack Banks,RHP,R,R,Junior,Lourdes University,NAIA,OH,"Saint Thomas, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18711&plr=186794&reportName=BA_PP_P_GBG_DAN_PITCHING
Malkolm Barrett,RHP,L,R,Junior,Wheeling Jesuit University,NCAA: Division 2,WV,"Brampton, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=12799&stats_player_seq=2466731&year_stat_category_id=14841
Zachary Bayfield,LHP,L,L,Junior,Oberlin College,NCAA: Division 3,OH,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=515&stats_player_seq=2118215&year_stat_category_id=14841
Owen Benson,OF,R,R,Junior,Lake Michigan,JUCO: Division 2,MI,Toronto,https://www.njcaa.org/sports/bsb/2020-21/div2/players/owenbensonys38?view=profile
Tanner Bercier,RHP,R,R,Junior,University of Science and Arts of Oklahoma,NAIA,OK,La Salle,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1798&plr=193998&reportName=BA_PP_P_GBG_DAN_PITCHING
Jared Binsfeld,OF,R,R,Junior,University of Sioux Falls,NCAA: Division 2,SD,"Saskatoon, Saskatchewan",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30128&stats_player_seq=2314842
Michael Bonaccorso,RHP,L,R,Junior,Saint Peter's University,NCAA: Division 1,NJ,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=617&stats_player_seq=2528396&year_stat_category_id=14841
Ethan Boutkan,RHP,R,R,Junior,Brescia University,NAIA,KY,"Medicine Hat, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1633&plr=174280&reportName=BA_PP_P_GBG_DAN_PITCHING
Jacob Bouzide,INF/OF,L,R,Junior,Fort Hays State University,NCAA: Division 2,KS,"Calgary, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=9011&stats_player_seq=2305492
Dondrae Bremner,INF,L,R,Junior,University of Cincinnati,NCAA: Division 1,OH,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=140&stats_player_seq=1990946
Declan Buckle,MIF,,,Junior,Minot State University,NCAA: Division 2,ND,"Cornerbrook, Newfoundland",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30125&stats_player_seq=2346744
Rory Burke,RHP,R,R,Junior,Davis and Elkins College,NCAA: Division 2,WV,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=174&stats_player_seq=2142778&year_stat_category_id=14841
Dustin Caplett,UTL,,,Junior,Lyon College,NAIA,AR,Sundre Alberta,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1713&plr=184860
Eric Cerantola,RHP,R,R,Junior,Mississippi State University,NCAA: Division 1,MS,"Oakville, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=430&stats_player_seq=2123514&year_stat_category_id=14841
Sam Chaput,OF,L,R,Junior,Emporia State University,NCAA: Division 2,KS,"Boisbriand, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1071&stats_player_seq=2333389
Denzel Clarke,OF,R,R,Junior,"California State University, Northridge",NCAA: Division 1,CA,"Pickering, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=101&stats_player_seq=2119221
Matt Coutney,3B/1B,,,Junior,Old Dominion University,NCAA: Division 1,VA,"Edmonton, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=523&stats_player_seq=2347888
Rhys Cratty,IF,R,R,Junior,Southwest Baptist University,NCAA: Division 2,MO,"Langley, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=2755&stats_player_seq=2495972
Hunter Cunningham,RHP,R,R,Junior,"Louisiana State University, Shreveport",NAIA,LA,"Mission, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1710&plr=147442&reportName=BA_PP_P_GBG_DAN_PITCHING
Jack DeCooman,LHP,L,L,Junior,"University of Arkansas, Little Rock",NCAA: Division 1,AR,"North Vancouver, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=32&stats_player_seq=1977824&year_stat_category_id=14841
Payton DeLuca,IF,,,Junior,Mayville State University,NAIA,ND,"Ladner, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=169269
Matthew Deen,LHP,R,L,Junior,Castleton University,NCAA: Division 3,VT,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=123&stats_player_seq=2147543&year_stat_category_id=14841
Liam Devine,LHP,,,Junior,St. Bonaventure University,NCAA: Division 1,NY,"Guelph, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=596&stats_player_seq=2474745&year_stat_category_id=14841
Lucas DiLuca,INF,L,R,Junior,Eastern Illinois University,NCAA: Division 1,IL,"Lasalle, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=201&stats_player_seq=2477644
Danny Donnelly,OF,R,R,Junior,Tiffin University,NCAA: Division 2,OH,"Okatoks, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1403&stats_player_seq=2328685
Jacob Douglas,RHP,R,R,Junior,Fort Hays State University,NCAA: Division 2,KS,"Georgetown, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=9011&stats_player_seq=2305845&year_stat_category_id=14841
Jordan Dray,OF,R,R,Junior,University of British Columbia,NAIA,BC,"White Rock, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=158316
Rilley Dube,C,,,Junior,West Virginia University Institute of Technology,NAIA,WV,"Sudbury, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1858&plr=176904
Finnigan Duffield,LHP,L,L,Junior,University of British Columbia,NAIA,BC,"Edmonton, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=164116&reportName=BA_PP_B_GBG_BAT
Kyle Espineli,INF,R,R,Junior,Notre Dame College,NCAA: Division 2,OH,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30126&stats_player_seq=2329011
Devon Farrell,IF,R,R,Junior,Rockhurst University,NCAA: Division 2,MO,"Saskatoon, Saskatchewan",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1328&stats_player_seq=2473929
Cristian Forgione,C/IN,L,R,Junior,St. Lawrence University,NCAA: Division 3,NY,"Toronto, Ontario",https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15580&org_id=607&stats_player_seq=2143005
Colton Fountain,C,R,R,Junior,Cleary University,NAIA,MI,"Statford, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21009&plr=165813
Blake Gallagher,RHP/INF,,,Junior,Minot State University,NCAA: Division 2,ND,"Fredericton, New Brunswick","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30125&stats_player_seq=2346762,https://stats.ncaa.org/player/index?id=15580&org_id=30125&stats_player_seq=2346762&year_stat_category_id=14841"
Paul Georget,INF,R,R,Junior,Nebraska Wesleyan University,NCAA: Division 3,NE,Airdrie,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=462&stats_player_seq=2489271
Andrew Giorno,RHP,R,R,Junior,Adrian College,NCAA: Division 3,MI,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=4&stats_player_seq=2151993&year_stat_category_id=14841
Andres Gonzalez,IF,R,R,Junior,Mid-America Christian University,NAIA,OK,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1856&plr=186981
Garrett Goodall,RHP,R,R,Junior,Embry-Riddle Aeronautical University,NCAA: Division 2,FL,"Nanaimo, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=9680&stats_player_seq=1863190&year_stat_category_id=14841
Soren Graversen,IF/OF,L,R,Junior,William Penn University,NAIA,IA,"Calgary, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1823&plr=189674
Branden Hatley,LHP,,,Junior,Minot State University,NCAA: Division 2,ND,"Morden, Manitoba",https://stats.ncaa.org/player/index?id=15580&org_id=30125&stats_player_seq=2346765&year_stat_category_id=14841
Jonathan Henry,RHP/OF,,,Junior,Albany State University,NCAA: Division 2,GA,"Whitby, Ontario","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=13&stats_player_seq=2326420,https://stats.ncaa.org/player/index?id=15580&org_id=13&stats_player_seq=2326420&year_stat_category_id=14841"
Shaun Hickey,RHP,R,R,Junior,University of Mary,NCAA: Division 2,ND,"Sommerville, New Brunswick",https://stats.ncaa.org/player/index?id=15580&org_id=30075&stats_player_seq=2347981&year_stat_category_id=14841
Liam Hicks,INF/C,R,R,Junior,Arkansas State University,NCAA: Division 1,AR,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30&stats_player_seq=2348408
Joseph Holguin,OF,R,R,Junior,Eastern New Mexico University,NCAA: Division 2,NM,Toronto,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=206&stats_player_seq=2306674
Aidan Huggins,INF,R,R,Junior,Illinois State University,NCAA: Division 1,IL,"Edmonton, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=299&stats_player_seq=2121018
Ethan Hunt,OF,R,R,Junior,Oklahoma Panhandle State University,NAIA,OK,"Elginburg, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21007&plr=195890
Peter Hutzal,INF,,,Junior,Marshall University,NCAA: Division 1,WV,Alberta,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=388&stats_player_seq=1989013
Matthew Ing,OF/INF,R,R,Junior,Nyack College,NCAA: Division 2,NY,Toronto,https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15580&org_id=1277&stats_player_seq=2520966
Sam Jalbert,RHP,R,R,Junior,Saint Josephs College of Maine,NCAA: Division 3,ME,"Mascouche, Que.",https://stats.ncaa.org/player/index?id=15580&org_id=605&stats_player_seq=2354707&year_stat_category_id=14841
Ethan Jarvis,1B/LHP,L,L,Junior,Salem University,NCAA: Division 2,WV,"Okotoks, Alberta","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=19117&stats_player_seq=2331926,https://stats.ncaa.org/player/index?id=15580&org_id=19117&stats_player_seq=2331926&year_stat_category_id=14841"
Matthew Jenkins,OF,R,R,Junior,Harvard University,NCAA: Division 1,MA,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=275&stats_player_seq=2137528
Brandon Job,INF,L,R,Junior,Hilbert College,NCAA: Division 3,NY,"Maple, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8398&stats_player_seq=2337850
Dylan Johnson,C,R,R,Junior,Adrian College,NCAA: Division 3,MI,"Etobicoke, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=4&stats_player_seq=2152002
Ryan Johnston,INF,R,R,Junior,Bowling Green State University,NCAA: Division 1,OH,"Oakville, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=71&stats_player_seq=2139487
Matthew Johnston,P,,,Junior,Mayville State University,NAIA,ND,"Cypress River, Manitoba",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=169262&reportName=BA_PP_P_GBG_DAN_PITCHING
Travis Keys,LHP,R,L,Junior,Aquinas College,NAIA,MI,"London, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1615&plr=169715&reportName=BA_PP_P_GBG_DAN_PITCHING
Nathan Kolb,RHP,R,R,Junior,University of Mary,NCAA: Division 2,ND,"Cloverdale, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=30075&stats_player_seq=2331849&year_stat_category_id=14841
Kade Kozak,LHP,L,L,Junior,Davis and Elkins College,NCAA: Division 2,WV,"West Kelowna, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=174&stats_player_seq=2142780&year_stat_category_id=14841
Kyle Kush,IF,L,R,Junior,Canisius College,NCAA: Division 1,NY,"Guelph, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=116&stats_player_seq=2117651
Jacob Kush,RHP,R,R,Junior,University of Missouri,NCAA: Division 1,MO,"Guelph, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=434&stats_player_seq=2489065&year_stat_category_id=14841
Tauren Langley,INF,R,R,Junior,Emporia State University,NCAA: Division 2,KS,"Edmonton, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1071&stats_player_seq=2350151
Andrew Leggo,OF,S,R,Junior,Arkansas State University,NCAA: Division 1,AR,"Waterloo, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30&stats_player_seq=1991788
Taylor Lepard,RHP,R,R,Junior,Southern New Hampshire University,NCAA: Division 2,NH,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=468&stats_player_seq=2522936&year_stat_category_id=14841
Jack Liddell,P,,,Junior,Southern Arkansas University,NCAA: Division 2,AR,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=1376&stats_player_seq=2303916&year_stat_category_id=14841
Alex Liem,OF,R,R,Junior,D'Youville College,NCAA: Division 2,NY,"Dorchester, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1059&stats_player_seq=2150806
Graeham Luttor,1B,R,R,Junior,Midway University,NAIA,KY,Toronto,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=20739&plr=164213
Jakob MacLeod,RHP,R,R,Junior,Ave Maria University,NAIA,FL,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=15387&plr=185852&reportName=BA_PP_P_GBG_DAN_PITCHING
Nolan Machibroda,1B,L,L,Junior,Lubbock Christian University,NCAA: Division 2,TX,"Saskatoon, Saskatchewan",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30177&stats_player_seq=2469734
Hayden Malenfant,RHP,R,R,Junior,Southeast Missouri State University,NCAA: Division 1,MO,"Whitby, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=654&stats_player_seq=2300619&year_stat_category_id=14841
Josh Marchese,1B/DH,L,R,Junior,Niagara University,NCAA: Division 1,NY,"Burnaby, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=482&stats_player_seq=2119289
Spencer Marcus,OF,R,R,Junior,Niagara University,NCAA: Division 1,NY,"Chatham-Kent, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&stats_player_seq=2303527
Jordan Marks,RHP,L,R,Junior,"University of South Carolina, Upstate",NCAA: Division 1,SC,"Bright's Grove, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=10411&stats_player_seq=1991902&year_stat_category_id=14841
Aidan Massad,RHP,,,Junior,Alderson Broaddus University,NCAA: Division 2,WV,"Leamington, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=934&stats_player_seq=2002560&year_stat_category_id=14841
Mackenzie Mather,C,R,R,Junior,State University of New York at Canton,NCAA: Division 3,NY,"Kemptville, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30165&stats_player_seq=2153705
Kyle Maves,INF/OF,L,R,Junior,Quinnipiac University,NCAA: Division 1,CT,"Burlington, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=562&stats_player_seq=2128267
Jared McCorrister,IF/C,,,Junior,Mayville State University,NAIA,ND,"Boissevain, Manitoba",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=169275
Adam McKillican,RHP,,,Junior,Georgia Gwinnett College,NAIA,GA,"Comox, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18986&plr=195505&reportName=BA_PP_P_GBG_DAN_PITCHING
David Mendham,INF/C,L,R,Junior,University of South Carolina,NCAA: Division 1,SC,"Dorchester, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=648&stats_player_seq=2468430
Jack Moncur,IF,R,R,Junior,Rensselaer Polytechnic Institute,NCAA: Division 3,NY,"Burlington, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=570&stats_player_seq=2140458
Wesley Moore,LHP,L,L,Junior,Kansas State University,NCAA: Division 1,KS,"Surrey, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=327&stats_player_seq=1988445&year_stat_category_id=14841
Steven Moretto,INF,R,R,Junior,Sacramento State University,NCAA: Division 1,CA,"Coquitlam, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=102&stats_player_seq=1980794
Zach Newman,LHP,L,L,Junior,Minot State University,NCAA: Division 2,ND,"Miramichi, New Brunswick",https://stats.ncaa.org/player/index?id=15580&org_id=30125&stats_player_seq=1989159&year_stat_category_id=14841
Drew Nixon,INF,R,R,Junior,Valley City State University,NAIA,ND,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1809&plr=181473
Reed Odland,C,L,R,Junior,"University of Arkansas, Monticello",NCAA: Division 2,AR,"Vauxhall, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8411&stats_player_seq=2302124
Alex Orenczuk,OF,L,R,Junior,"Louisiana State University, Alexandria",NAIA,LA,"London, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=8293&plr=186915
Riley Perks,OF,,,Junior,Freed-Hardeman University,NAIA,TN,"Waterdown, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1673&plr=194702
Kyle Perrett,RHP,R,R,Junior,University of Northwestern Ohio,NAIA,OH,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=17744&plr=181794&reportName=BA_PP_P_GBG_DAN_PITCHING
Corben Peters,RHP,R,R,Junior,Grambling State University,NCAA: Division 1,LA,"Ottawa, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=261&stats_player_seq=2344774&year_stat_category_id=14841
Nathan Picchioni,RHP,R,R,Junior,Lawrence Technological University,NAIA,MI,Ontario,"http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=20729&plr=169432,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=20729&plr=169432&reportName=BA_PP_P_GBG_DAN_PITCHING"
Adam Plouffe,OF,R,R,Junior,Mars Hill University,NCAA: Division 2,NC,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1199&stats_player_seq=1975841
Matteo Porcellato,INF,L,R,Junior,Marian University,NAIA,IN,"Pitt Meadows, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1717&plr=187651
Jacob Potter,RHP,R,R,Junior,Southeastern Oklahoma State University,NCAA: Division 2,OK,"Victoria, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=1371&stats_player_seq=2327985&year_stat_category_id=14841
Spencer Rankin,C,R,R,Junior,Missouri Valley College,NAIA,MO,"Richmond, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1729&plr=188879
Reece Reading,UT,L,R,Junior,"University of Arkansas, Monticello",NCAA: Division 2,AR,"Listowel, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8411&stats_player_seq=2302172
Matt Reyes,INF/C,R,R,Junior,Graceland University,NAIA,IA,"Vancouver, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1680&plr=183140
Tommy Reyes-Cruz,INF,L,L,Junior,Faulkner University,NAIA,AL,"Montreal, Quebec",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1669&plr=188726
Noah Richardson,P/1B/OF,,,Junior,Northern Kentucky University,NCAA: Division 1,KY,"Windsor, Ontario","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=505&stats_player_seq=2137678,https://stats.ncaa.org/player/index?id=15580&org_id=505&stats_player_seq=2137678&year_stat_category_id=14841"
Spenser Ross,IF,R,R,Junior,Lawrence University,NCAA: Division 3,WI,"Mississauga, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=348&stats_player_seq=2142904
Ashton Roy,INF,L,R,Junior,New Mexico Highlands University,NCAA: Division 2,NM,Ontario,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8577&stats_player_seq=2348563
Luigi Russo,1B,L,R,Junior,Ohio Wesleyan University,NCAA: Division 3,OH,"Kelowna, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=520&stats_player_seq=2147417
Liam Sabiston,RHP,R,R,Junior,Eastern New Mexico University,NCAA: Division 2,NM,"Calgary, Alberta",https://stats.ncaa.org/player/index?id=15580&org_id=206&stats_player_seq=2127027&year_stat_category_id=14841
Aidan Safar,RHP,R,R,Junior,Rensselaer Polytechnic Institute,NCAA: Division 3,NY,"Toronto, Ontario","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=570&stats_player_seq=2125405,https://stats.ncaa.org/player/index?id=15580&org_id=570&stats_player_seq=2125405&year_stat_category_id=14841"
Adam Senden,P/1B,,,Junior,Mayville State University,NAIA,ND,"Winnipeg, Manitoba","http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=169257,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=169257&reportName=BA_PP_P_GBG_DAN_PITCHING"
Will Sierra,RHP,R,R,Junior,Washington State University,NCAA: Division 1,WA,Montreal,https://stats.ncaa.org/player/index?id=15580&org_id=754&stats_player_seq=2472088&year_stat_category_id=14841
Jared Spearing,LHP,L,L,Junior,University of British Columbia,NAIA,BC,"Winnipeg, Manitoba",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=158307&reportName=BA_PP_B_GBG_BAT
Garner Spoljaric,RHP,,,Junior,Stetson University,NCAA: Division 1,FL,"Lisle, Ontario",http://stats.ncaa.org/player/index?id=15580&org_id=678&stats_player_seq=2308419&year_stat_category_id=14841
Jordan Stamp,LHP,R,L,Junior,Rogers State University,NCAA: Division 2,OK,"Brantford, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=30180&stats_player_seq=2330223&year_stat_category_id=14841
Nathan Stark,RHP,R,R,Junior,Doane University,NAIA,NE,"Medicine Hat, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1662&plr=197718&reportName=BA_PP_P_GBG_DAN_PITCHING
Kyle Stubbins,RHP,R,R,Junior,University of British Columbia,NAIA,BC,"Surrey, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=179300&reportName=BA_PP_B_GBG_BAT
Garrett Takamatsu,C/IF,R,R,Junior,University of Central Oklahoma,NCAA: Division 2,OK,"Burlington, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1009&stats_player_seq=2328709
Cal Theal,RHP,R,R,Junior,Niagara University,NCAA: Division 1,NY,"Niagara Falls, Ontario",https://stats.ncaa.org/player/index?id=15204&org_id=482&stats_player_seq=2119286&year_stat_category_id=14761
Ben Tighe,RHP,R,R,Junior,The College of Idaho,NAIA,ID,"Okotoks, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1612&plr=184101&reportName=BA_PP_P_GBG_DAN_PITCHING
Cole Tucker,INF,R,R,Junior,Niagara University,NCAA: Division 1,NY,"Mount Pearl, Newfoundland & Labrador",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=482&stats_player_seq=2303511
